Column1,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,fromCurrency,toCurrency,lastMarket,coinMarketCapLink,algorithm,tradeable,country,sector,industry,asOfDate,periodType,ForwardPeRatio,MarketCap2,PbRatio,PeRatio,PsRatio,forwardPE,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio,fiveYearAvgDividendYield,PegRatio,openInterest,yield,ytdReturn,totalAssets,expireDate,strikePrice,navPrice,volume24Hr,volumeAllCurrencies,circulatingSupply,maxSupply,startDate,0,O&G,Renewable
US9884981013,1,2,112.33,110.73,110.04,112.62,112.33,110.73,110.04,112.62,2.28,0.0207,26/08/2022 01:00,0.4289,1.001105,22.068138,1078332,1078332,1616448,1567290,1567290,109.06,111.23,900,800,31333767168,106.16,139.85,4.6913857,114.9606,119.0783,2.21,0.019674174,USD,,,,,,FALSE,United States,Consumer Cyclical,Restaurants,07/10/2022,TTM,20.8333,31333817236,,22.068136,4.880299,20.93536,42533817236,18.309865,6.368291,1.68,2.0418,,,,,,,,,,,,,,0,0
CA82028K2002,1,2,33.98,34.03,33.88,34.235,33.98,34.03,33.88,34.235,1.19,0.0348,13/10/2022 01:00,0.7012,0.400963,20.136093,771655,771655,1501725,1018350,1018350,34.02,34.03,0,0,17036472320,32.97,39.49,3.1156678,34.2888,36.5049,1.185,0.034873452,CAD,,,,,,FALSE,Canada,Communication Services,Telecom Services,04/10/2022,TTM,22.1239,16874527351,2.683716,20.029586,3.107663,21.954838,22313527351,8.893395,4.080748,4.25,,,,,,,,,,,,,,,0,0
CA59162N1096,1,2,70.38,70.24,67.8,70.28,70.38,70.24,67.8,70.28,1.1,0.0156,20/10/2022 01:00,0.22219999,-0.025952,18.902779,557044,557044,350022,467430,467430,68.02,68.03,0,0,16235030528,60.59,73.54,0.875284,70.6432,69.41645,1.075,0.015274227,CAD,,,,,,FALSE,Canada,Consumer Defensive,Grocery Stores,06/10/2022,TTM,17.0648,16790908500,2.542382,19.55,0.919293,16.51699,20981308500,11.512378,1.131172,1.51,,,,,,,,,,,,,,,0,0
US22052L1044,1,2,61.52,61.21,60.75,61.96,61.52,61.21,60.75,61.96,0.6,0.0104,11/08/2022 01:00,0.22729999,0.730413,27.652136,3122173,3122173,2896050,3248640,3248640,59.8,61.8,900,1200,44383268864,41.37,64.3,2.7604969,60.2608,55.58035,0.54,0.008777633,USD,,,,,,FALSE,United States,Basic Materials,Agricultural Inputs,,,,,,,,34.207867,,,,,,,,,,,,,,,,,,,0,0
ZAE000269890,1,2,1502,1506,1489,1512,1502,1506,1489,1512,1.3,0.0866,05/10/2022 01:00,0.19459999,0.606424,5.8443584,1309785,1309785,4273632,4521812,4521812,1502,1505,,,21673259008,1386,2220,0.30789378,1655.06,1695.715,1,0.000665779,ZAc,,,,,,FALSE,South Africa,Financial Services,Insurance—Diversified,05/10/2022,TTM,,23396320000,0.950259,6.395485,0.344352,4.9407897,2665320000,,0.038288,,,,,,,,,,,,,,,,0,0
INE075A01022,1,2,410.15,409.8,406.25,411.75,410.15,409.8,406.25,411.75,20,0.0493,05/04/2022 01:00,0.2849,0.746517,18.849886,3783866,3783866,7064906,6207063,6207063,0,0,0,0,2.23E+12,384.6,739.85,2.7115517,416.08,499.2515,6,0.014628795,INR,,,,,,FALSE,India,Technology,Information Technology Services,06/10/2022,TTM,18.4162,2.22E+12,3.230088,19.254511,2.699785,20.874681,2.10E+12,11.494175,2.554742,,1.203,,,,,,,,,,,,,,0,0
US5312293005,1,2,40.28,40.13,39.49,40.59,40.28,40.13,39.49,40.59,,,10/02/2022 00:00,0,1.099115,13.9512205,568628,568628,704178,798490,798490,30.34,48.39,1200,1400,13014722560,34.4,56.26,1.4592131,41.2054,43.1636,0,0,USD,,,,,,FALSE,United States,Communication Services,Broadcasting,06/10/2022,TTM,10.7296,13101719128,1.564573,13.986111,1.549057,11.916667,26510719128,9.895752,2.972387,,,,,,,,,,,,,,,,0,0
US72651A2078,1,2,11.95,11.87,11.73,12.05,11.95,11.87,11.73,12.05,0.87,0.073,28/07/2022 01:00,1.3177,1.579218,20.894737,2383152,2383152,2711184,2752130,2752130,11.55,0,3100,4000,2871369984,9.24,13.02,0.05335334,11.8182,11.4267,0.795,0.0665272,USD,,,,,,FALSE,United States,Energy,Oil & Gas Midstream,07/10/2022,TTM,7.8678,2313947046,1.525344,20.718629,0.042932,5.5395346,10975947046,4.71273,0.203946,8.12,,,,,,,,,,,,,,,1,0
JP3224200000,1,2,2330,2300,2297,2361,2330,2300,2297,2361,50,0.0223,30/03/2023 01:00,0.42439997,1.433347,23.953825,2385600,2385600,1785865,1853740,1853740,2324,2329,0,0,3.89E+11,1888,3105,0.2602347,2558.66,2381.965,40,0.017167382,JPY,,,,,,FALSE,Japan,Industrials,Specialty Industrial Machinery,06/10/2022,TTM,7.3964,3.87E+11,0.745215,24.543718,0.258992,9.609659,7.74E+11,8.74592,0.517749,,,,,,,,,,,,,,,,0,0
MXP369181377,1,2,89.91,0,0,0,89.91,0,0,0,3.2,0.035099998,12/10/2022 01:00,0.21360001,0.798761,7.671186,0,0,543167,523568,523568,90.75,91.14,359800,70000,1.29E+11,0,114,0.7958237,92.4106,96.1447,0,0,MXN,,,,,,FALSE,Mexico,Consumer Cyclical,Department Stores,07/10/2022,TTM,8.5616,1.48E+11,0.99507,7.724708,0.754646,11.120392,1.68E+11,5.515016,1.03733,1.4,,,,,,,,,,,,,,,0,0
DK0060636678,1,2,162.45,162.1,159.85,162.1,162.45,162.1,159.85,162.1,6.2,0.0385,27/04/2022 01:00,0.9876,0.3543,33.23651,179728,179728,658314,748882,748882,160.15,160.25,0,0,1.03E+11,138.5,174.95,3.641989,166.193,160.74925,5.25,0.03231764,DKK,,,,,,FALSE,Denmark,Financial Services,Insurance—Diversified,07/10/2022,TTM,20.9644,1.04E+11,2.265222,33.70332,3.910552,18.981043,1.14E+11,,4.20334,3.69,,,,,,,,,,,,,,,0,0
AU000000NST8,1,2,8.5,8.48,8.48,8.685,8.5,8.48,8.48,8.685,0.23,0.0271,06/09/2022 01:00,0.5299,0.259306,23.27027,4857103,4857103,5946567,6354198,6354198,8.61,8.62,0,0,10031768576,6.6,11.59,2.6855943,7.792,8.7891,0.215,0.025294118,AUD,,,,,,FALSE,Australia,Basic Materials,Gold,07/10/2022,TTM,21.7865,9903572887,1.199531,23.097826,2.657666,17.571428,9843972887,10.638682,2.63532,1.54,,,,,,,,,,,,,,,0,0
US7782961038,1,2,89.82,89.71,88.14,90.7,89.82,89.71,88.14,90.7,1.24,0.014099999,02/09/2022 01:00,0.282,0.953942,20.909954,1788980,1788980,2472915,2399680,2399680,0,89.4,1100,1100,30624839680,69.24,123.36,1.6543864,87.6634,90.545,1.19,0.01324872,USD,,,,,,FALSE,United States,Consumer Cyclical,Apparel Retail,05/10/2022,TTM,17.5439,31020473332,7.51656,21.180095,1.689402,18.734606,32744232332,13.731979,1.768878,0.89,1.9762,,,,,,,,,,,,,,0,0
CA1360691010,1,2,61.43,61.22,59.255,61.39,61.43,61.22,59.255,61.39,3.32,0.0556,27/09/2022 01:00,0.45580003,0.995182,8.574713,2547587,2547587,3438626,3831110,3831110,59.73,59.74,0,0,53991960576,59.03,83.75,2.5945199,63.8542,70.89282,3.17,0.05160345,CAD,,,,,,FALSE,Canada,Financial Services,Banks—Diversified,04/10/2022,TTM,8.2713,56344166254,1.271763,8.954709,2.628194,7.9679575,,,,4.9,,,,,,,,,,,,,,,0,0
SG1F60858221,1,4,3.5,3.49,3.41,3.5,3.5,3.49,3.41,3.5,0.18,0.0514,22/08/2022 01:00,1.0741,0.548138,18.944445,8868300,8868300,5308242,6195100,6195100,3.42,3.42,,,10626787328,3.41,4.22,1.2785056,3.8026,3.9219,0.18,0.051428575,SGD,,,,,,FALSE,Singapore,Industrials,Aerospace & Defense,01/10/2022,TTM,16.0514,11156586284,4.769804,20.237422,1.350166,17.05,16791820284,14.595554,2.020219,4.14,1.2823,,,,,,,,,,,,,,0,0
CA78460T1057,1,2,24.5,24.4,23.07,24.57,24.5,24.4,23.07,24.57,0.08,0.0034,17/08/2022 01:00,0.4706,1.417023,136.5294,354816,354816,272157,272880,272880,23.19,23.21,0,0,4074608128,21.27,35.99,0.542321,25.0168,26.74745,0.08,0.003265306,CAD,,,,,,FALSE,Canada,Industrials,Engineering & Construction,07/10/2022,TTM,10.6952,4074614188,1.383673,136.529412,0.542321,13.039326,5814396188,17.135537,0.773883,1.1,,,,,,,,,,,,,,,0,0
US37940X1028,1,2,117.21,116.77,113.2,116.88,117.21,116.77,113.2,116.88,1,0.0088,15/09/2022 01:00,3.2147,1.040899,365.4839,3116261,3116261,2009217,2141680,2141680,100.11,114.77,900,1000,31402569728,105.52,163.03,3.5549498,125.5382,129.64314,1,0.008531695,USD,,,,,,FALSE,United States,Industrials,Specialty Business Services,06/10/2022,TTM,10.8696,32486262102,1.367517,376.79622,3.785381,10.452029,43185957102,18.929071,4.888896,0.29,0.6555,,,,,,,,,,,,,,0,0
AU000000GPT8,1,4,4.02,3.93,3.905,3.97,4.02,3.93,3.905,3.97,0.25,0.0646,30/08/2022 01:00,0.37240002,0.866923,6.33871,3170085,3170085,5367390,6375585,6375585,3.93,3.94,0,0,7700638720,3.68,5.59,9.425507,4.165,4.67765,0.226,0.056218904,AUD,,,,,,FALSE,Australia,Real Estate,REIT—Diversified,01/10/2022,TTM,11.655,7336661556,0.610844,6.147673,9.03382,12.67742,12245661556,9.459762,15.079007,5,,,,,,,,,,,,,,,0,0
DE0006231004,1,2,25.585,25.265,24.975,25.525,25.585,25.265,24.975,25.525,0.27,0.0106,18/02/2022 00:00,0.18620001,1.547282,17.403448,990574,990574,4030176,5007230,5007230,25.23,25.235,427900,8100,32853196800,20.675,43.845,2.5113282,25.2361,28.4393,0,0,EUR,,,,,,FALSE,Germany,Technology,Semiconductors,07/10/2022,TTM,12.987,33308976206,2.44973,17.644828,2.552633,13.212043,36173976206,8.962829,2.765172,1.12,0.7163,,,,,,,,,,,,,,0,0
NL0000009165,1,2,89.5,89.38,89.2,90.68,89.5,89.38,89.2,90.68,1.46,0.016,03/08/2022 01:00,0.201,0.721865,14.615883,76813,76813,524760,578098,578098,0,0,0,0,51907158016,77.5,104.6,2.0423024,92.0752,92.1331,1.46,0.016312849,EUR,,,,,,FALSE,Netherlands,Consumer Defensive,Beverages—Brewers,01/10/2022,TTM,15.5521,51722927251,2.701783,14.564019,2.036263,17.047258,65415927251,9.054108,2.573809,1.52,1.6699,,,,,,,,,,,,,,0,0
INE467B01029,1,2,3101.95,3097.4,3058.1,3105,3101.95,3097.4,3058.1,3105,44,0.014199999,14/07/2022 01:00,0.4089,0.683823,29.14234,1937887,1937887,2350149,2395150,2395150,0,0,0,0,1.12E+13,2926.1,4043,5.6326294,3197.496,3444.4468,44,0.014184626,INR,,,,,,FALSE,India,Technology,Information Technology Services,07/10/2022,TTM,26.9542,1.14E+13,12.339582,29.494628,5.747149,23.86622,1.09E+13,18.902937,5.49673,1.3,2.333,,,,,,,,,,,,,,0,0
KR7068760008,1,2,64400,65500,63300,66300,64400,65500,63300,66300,,,,,0.757393,,118649,118649,834559,559330,559330,62900,62700,0,0,2.16E+12,63300,99600,7.8583474,97500,97500,,,KRW,,,,,,FALSE,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TW0002344009,1,2,20.45,20.25,20.05,20.45,20.45,20.25,20.05,20.45,1,0.048499998,16/06/2022 01:00,0.2609,1.373065,4.3913045,8310945,8310945,15087616,15582970,15582970,20.15,20.2,0,0,80396001280,18.6,36.45,0.7572316,21.34,26.904,1,0.048899755,TWD,,,,,,FALSE,Taiwan,Technology,Semiconductors,07/10/2022,TTM,,81391000000,0.940661,4.445652,0.769191,7.4264708,80401052000,2.213159,0.757279,3.49,,,,,,,,,,,,,,,0,0
JP3210200006,1,2,1418,1402,1391,1409,1418,1402,1391,1409,58,0.040999997,30/03/2023 01:00,0.2842,0.848458,6.875766,1324100,1324100,1484667,1611440,1611440,1402,1404,0,0,6.92E+11,1247,1605,0.32567093,1461.42,1452.41,58,0.04090268,JPY,,,,,,FALSE,Japan,Industrials,Engineering & Construction,04/10/2022,TTM,,6.75E+11,0.701476,6.704239,0.319674,6.7345076,8.13E+11,5.465193,0.382435,3.3,,,,,,,,,,,,,,,0,0
MXP4987V1378,1,2,22.38,0,0,0,22.38,0,0,0,0.35,0.0162,27/05/2022 01:00,0.1263,0.880804,7.837545,0,0,3595045,4785818,4785818,21.64,21.67,500000,60000,61654007808,0,49.44,0.5918694,26.5302,36.09745,0.35,0.015638964,MXN,,,,,,FALSE,Mexico,Communication Services,Telecom Services,07/10/2022,TTM,12.3609,61426926059,0.442405,7.808405,0.624947,9.121848,1.24E+11,2.624648,1.187755,,2.1833,,,,,,,,,,,,,,0,0
DK0061804697,1,2,22.71,23.37,22.635,23.37,22.71,23.37,22.635,23.37,,,,0,,3.6226416,48662,48662,173645,179633,179633,23.04,23.12,,,24043622400,21.935,38.78,1.421606,28.5063,31.091646,0.4,0.017613387,DKK,,,,,,FALSE,Denmark,Healthcare,Drug Manufacturers—Specialty & Generic,06/10/2022,TTM,6.1237,23777518214,1.154412,3.483945,0.267297,,27918518214,15.926137,1.650714,,,,,,,,,,,,,,,,0,0
CA39138C1068,1,2,31.21,31.14,30.745,31.18,31.21,31.14,30.745,31.18,1.96,0.0637,31/08/2022 01:00,0.56630003,0.804068,9.133532,2391763,2391763,2190239,1908100,1908100,30.77,30.78,0,0,28680065024,29.42,41.5,0.53944373,31.483,34.53875,1.908,0.061134253,CAD,,,,,,FALSE,Canada,Financial Services,Insurance—Life,07/10/2022,TTM,8.1633,28680077899,1.156828,9.136242,0.533779,7.9740934,33242077899,,0.618101,5.29,,,,,,,,,,,,,,,0,0
CA7392391016,1,2,32.74,32.59,32.07,32.69,32.74,32.59,32.07,32.69,1.98,0.0616,28/09/2022 01:00,0.56009996,1.039079,9.310144,1727295,1727295,2510833,4200580,4200580,32.1,32.12,0,0,21849694208,30.83,43.45,0.375218,33.9882,36.9976,1.885,0.057574827,CAD,,,,,,FALSE,Canada,Financial Services,Insurance—Life,06/10/2022,TTM,7.8678,22230148110,0.985154,9.489855,0.382882,7.8918915,31647148110,,0.543747,5.34,,,,,,,,,,,,,,,0,0
ES0178430E18,1,4,3.364,3.35,3.339,3.395,3.364,3.35,3.339,3.395,0.3,0.0879,14/12/2022 00:00,3.2889001,0.744972,37.41111,2059880,2059880,13933129,20622927,20622927,3.366,3.368,0,0,19445233664,3.331,5.064,0.4966093,3.98866,4.3388,0.3,0.08917955,EUR,,,,,,FALSE,Spain,Communication Services,Telecom Services,06/10/2022,TTM,10.101,19572280070,0.785751,37.655556,0.524535,10.521875,19236280070,1.619215,0.500658,7.68,1.7529,,,,,,,,,,,,,,0,0
ZAE000044897,1,2,4850,4852,4812,4872,4850,4852,4812,4872,,,08/07/2020 01:00,0,0.711687,9.354527,1548987,1548987,3242259,4292948,4292948,4849,4853,0,0,23696574464,3257,5956,0.55318004,4650.88,4491.475,0,0,ZAc,,,,,,FALSE,South Africa,Communication Services,Telecom Services,05/10/2022,TTM,,23004448100,0.69812,9.38642,0.577366,10.984162,37171448100,3.193972,0.869386,,,,,,,,,,,,,,,,0,0
US02005N1000,1,2,30.69,30.18,29.87,30.68,30.69,30.18,29.87,30.68,1.2,0.0431,29/07/2022 01:00,0.1574,1.297642,4.334764,3389228,3389228,4070946,4885010,4885010,29.7,0,1000,800,9348458496,27.77,56.28,1.1048881,32.7474,40.152,1.1,0.035842296,USD,,,,,,FALSE,United States,Financial Services,Credit Services,05/10/2022,TTM,4.1754,9468780636,0.812074,4.390558,1.15852,4.522388,,,,2.32,0.3048,,,,,,,,,,,,,,0,0
LU0061462528,1,2,31.9,31.54,31.54,32.22,31.9,31.54,31.54,32.22,3.5,0.111,03/05/2022 01:00,0.79370004,0.796747,7.584906,62466,62466,53377,76193,76193,32.12,32.22,5600,6600,4976535040,31.34,53.6,0.72134155,36.296,43.6616,3.5,0.10971787,EUR,,,,,,FALSE,Luxembourg,Communication Services,Broadcasting,01/10/2022,TTM,6.689,5035330907,1.238095,7.378685,0.729864,6.7991543,5619330907,4.054351,0.814514,,,,,,,,,,,,,,,,0,0
TW0002501004,1,2,15.9,15.85,15.7,15.85,15.9,15.85,15.7,15.85,0.6,0.0377,14/07/2022 01:00,1.3889,0.378869,21.875,1108588,1108588,435787,415860,415860,15.75,15.8,0,0,18263068672,15.7,19.95,1.53376,16.607,17.931,0.6,0.03773585,TWD,,,,,,FALSE,Taiwan,Real Estate,Real Estate—Development,07/10/2022,TTM,,18437019900,0.780502,22.083333,1.548457,15.75,59091132900,25.667023,4.962562,6.79,,,,,,,,,,,,,,,0,0
TW0005347009,1,2,68.8,68.3,66.8,68.5,68.8,68.3,66.8,68.5,4.5,0.0657,04/07/2022 01:00,0.8325,1.321207,6.951093,2572975,2572975,6266171,5303000,5303000,66.8,67,0,0,1.09E+11,62.1,168,2.0499403,71.874,102.854,4.5,0.06540697,TWD,,,,,,FALSE,Taiwan,Technology,Semiconductors,07/10/2022,TTM,10.582,1.13E+11,2.974579,7.159209,2.143238,9.985053,90094373600,3.655416,1.686898,4.02,,,,,,,,,,,,,,,0,0
JP3496400007,1,2,4285,4260,4223,4268,4285,4260,4223,4268,140,0.0324,30/03/2023 01:00,0.4129,0.178028,14.049751,4244500,4244500,4271260,5466010,5466010,4251,4254,0,0,9.34E+12,3237,4636,1.6982776,4266.58,4097.21,125,0.029171528,JPY,,,,,,FALSE,Japan,Communication Services,Telecom Services,07/10/2022,TTM,13.6799,9.39E+12,1.886693,14.155462,1.737754,1950.9174,1.02E+13,5.694736,1.852904,3.46,2.8382,,,,,,,,,,,,,,0,0
MX01KO000002,1,2,123.39,0,0,0,123.39,0,0,0,5.43,0.044,03/05/2022 01:00,0.6803,0.77266,15.315789,0,0,669869,635008,635008,121.95,122.22,0,0,2.53E+11,0,129.48,1.201606,123.088,114.3149,54.3,0.44006807,MXN,,,,,,FALSE,Mexico,Consumer Defensive,Beverages—Non-Alcoholic,07/10/2022,TTM,13.4409,2.57E+11,2.18416,15.300229,1.216257,14.725301,2.94E+11,10.249517,1.395711,,7.7156,,,,,,,,,,,,,,0,0
CA7751092007,1,2,53.34,53.33,51.64,53.46,53.34,53.33,51.64,53.46,2,0.0387,08/09/2022 01:00,0.6006,0.376873,15.528528,996176,996176,1669400,1241980,1241980,51.72,51.75,0,0,26392006656,51.64,80.85,1.751062,56.4298,62.946,2,0.03749531,CAD,,,,,,FALSE,Canada,Communication Services,Telecom Services,06/10/2022,TTM,11.919,27225046250,2.489851,16.018018,1.79251,15.813456,62849046250,10.522191,4.169921,3.17,,,,,,,,,,,,,,,0,0
CA0977518616,1,2,28.31,28.21,27.98,29.27,28.31,28.21,27.98,29.27,,,10/12/2014 00:00,0,2.494111,,275990,275990,382784,406649,406649,28.11,28.16,0,0,2662896384,18.3,54.75,0.44212127,29.9312,32.5065,0,0,CAD,,,,,,FALSE,Canada,Industrials,Aerospace & Defense,06/10/2022,TTM,25.5754,2675221842,,,0.334869,24.336206,9092977164,27.062432,1.509709,,,,,,,,,,,,,,,,0,0
DE0007664039,1,2,132.38,131.82,131.32,133.46,132.38,131.82,131.32,133.46,7.56,0.0583,13/05/2022 01:00,0.3657,1.394094,3.904594,227589,227589,1070066,1453055,1453055,132.58,132.66,207000,63200,78616158208,120.56,208.35,0.31096196,142.9172,153.8704,7.56,0.05710832,EUR,,,,,,FALSE,Germany,Consumer Cyclical,Auto Manufacturers,06/10/2022,TTM,3.7594,76849355367,0.395464,3.816843,0.257016,3.9807866,1.98E+11,3.911708,0.78362,,3.45,,,,,,,,,,,,,,0,0
FR0000120172,1,2,14.125,14.125,14.115,14.355,14.125,14.125,14.115,14.355,0.52,0.037,07/06/2022 01:00,0.3939,0.54771,10.85606,459244,459244,1985653,2679222,2679222,,,,,10469684224,13.85,21.37,0.13287918,16.2055,17.76575,0.52,0.036814157,EUR,,,,,,FALSE,France,Consumer Defensive,Grocery Stores,01/10/2022,TTM,8.4104,10385657981,1.036596,10.768939,0.137802,7.961111,22384657981,5.14945,0.283246,2.84,1.1111,,,,,,,,,,,,,,0,0
ZAE000005443,1,2,6160,6165,6076,6173,6160,6165,6076,6173,2.21,0.0359,01/06/2022 01:00,0.77959996,0.042956,24.27381,172142,172142,1338991,971122,971122,6113,6114,0,0,44767936512,4302,6485,0.44934326,5906.7,5471.865,2.212,0.000359091,ZAc,,,,,,FALSE,South Africa,Consumer Cyclical,Department Stores,01/10/2022,TTM,,41050117477,11.047748,21.97837,0.272732,15.9296875,57515817477,8.513673,0.587659,3.43,,,,,,,,,,,,,,,0,0
ZAE000084992,1,2,20887,20690,20282.5,20690,20887,20690,20282.5,20690,31.86,0.1525,28/09/2022 01:00,0.6206,0.437306,3.8888357,238631,238631,902076,804178,804178,20368,20387,0,0,50241544192,14340,23998,1.2573903,21476.34,20192.29,27.68,0.001325226,ZAc,,,,,,FALSE,South Africa,Energy,Thermal Coal,07/10/2022,TTM,,50449383701,1.123444,3.986069,1.270251,2.892477,49317383701,2.321911,1.234261,10.28,,,,,,,,,,,,,,,1,0
INE148I01020,1,2,132,130.4,130,136.7,132,130.4,130,136.7,,,28/05/2021 01:00,0,1.503482,4.8358903,21896740,21896740,14420887,14057414,14057414,0,0,0,0,63924973568,89,279,2.8450677,127.52,144.98575,0,0,INR,,,,,,FALSE,India,Financial Services,Mortgage Finance,06/10/2022,TTM,,58808099761,0.352692,4.719909,2.177703,1.3374445,,,52.150075,,,,,,,,,,,,,,,,0,0
JP3047510007,1,2,159400,157600,156900,159800,159400,157600,156900,159800,6042,0.0377,30/08/2022 01:00,1.3582001,0.49397,34.780025,10201,10201,12380,14398,14398,159000,159500,0,0,7.15E+11,154100,203000,14.420779,169080,174381.5,6217,0.039002508,JPY,,,,,,FALSE,Japan,Real Estate,REIT—Industrial,02/10/2022,TTM,,7.19E+11,1.751828,34.976611,14.779339,29.008217,1.05E+12,34.115325,21.503098,3.82,,,,,,,,,,,,,,,0,0
CA17039A1066,1,2,12.75,12.71,12.35,12.73,12.75,12.71,12.35,12.73,0.74,0.0596,28/09/2022 01:00,1.4247999,0.622591,23.865385,758753,758753,320073,551230,551230,12.37,12.39,0,0,8979193856,12.35,15.91,6.2471,13.6942,14.46655,0.74,0.05803922,CAD,,,,,,FALSE,Canada,Real Estate,REIT—Retail,06/10/2022,TTM,12.8866,4178920224,1.168482,24.550202,7.188981,7.904458,10786097224,11.973391,8.407092,5.55,,,,,,,,,,,,,,,0,0
TW0002371002,1,2,33.05,33,32.75,33.15,33.05,33,32.75,33.15,,,07/08/2001 01:00,0,0.568111,18.693182,2116373,2116373,10321951,8024819,8024819,32.9,32.95,0,0,76823478272,28.2,39.9,2.551088,33.567,33.42475,0,0,TWD,,,,,,FALSE,Taiwan,Industrials,Conglomerates,07/10/2022,TTM,,77173782575,1.913161,18.885714,2.564399,,1.08E+11,15.488754,3.570216,,,,,,,,,,,,,,,,0,0
JP3292200007,1,2,963,951,947,964,963,951,947,964,22,0.0228,30/03/2023 01:00,0.3414,1.086409,18.19044,724600,724600,1058680,1149780,1149780,959,961,0,0,3.29E+11,820,1126,0.2259025,995.46,990.35,18,0.018691588,JPY,,,,,,FALSE,Japan,Consumer Cyclical,Auto Parts,05/10/2022,TTM,6.734,3.28E+11,0.506239,18.114568,0.225058,7.330123,4.63E+11,4.068943,0.318053,2.76,,,,,,,,,,,,,,,0,0
ES0171996095,1,4,3.94,4.16,4.16,4.16,3.94,4.16,4.16,4.16,,,03/06/2021 01:00,0,0.334617,104,5541,5541,2703,6030,6030,0,0,0,0,5569532416,3.94,12.25,1.0697107,6.0616,8.3533,0,0,USD,,,,,,FALSE,Spain,Healthcare,Drug Manufacturers—General,02/10/2022,TTM,10.142,5313235978,1.001016,93.329869,1.221628,,14154459951,15.36761,2.718573,,0.2557,,,,,,,,,,,,,,0,0
KYG210961051,1,3,32.65,32.45,32,32.8,32.65,32.45,32,32.8,0.45,0.0137,10/06/2022 01:00,0.261,0.535729,19.753086,8598937,8598937,10339768,11310561,11310561,32,32.05,0,0,1.27E+11,30.45,51.3,1.4067597,33.803,40.56575,0.381,0.011669219,HKD,,,,,,FALSE,Hong Kong,Consumer Defensive,Packaged Foods,01/10/2022,TTM,17.5439,1.23E+11,2.910926,19.492451,1.263439,16.842106,1.45E+11,19.084995,1.607143,0.64,1.5536,,,,,,,,,,,,,,0,0
CNE1000003J5,1,3,5.77,5.75,5.37,5.75,5.77,5.75,5.37,5.75,0.54,0.08930001,05/07/2022 01:00,0.7114,0.324347,7.5633802,2246200,2246200,1420094,2638642,2638642,5.37,5.38,0,0,33566474240,5.37,8.94,2.5267494,6.6408,7.6474,0.46,0.0797227,HKD,,,,,,FALSE,China,Industrials,Infrastructure Operations,06/10/2022,TTM,,37566972677,0.903857,8.462084,2.068754,7.356164,54787602152,7.841307,4.124191,5.73,,,,,,,,,,,,,,,0,0
CA6330671034,1,2,89.49,89.24,87.66,89.67,89.49,89.24,87.66,89.67,3.68,0.042,23/09/2022 01:00,0.346,1.101177,9.0041065,1362944,1362944,1546225,2114450,2114450,87.74,87.75,0,0,29512013824,82.38,106.1,3.102609,90.0746,93.73855,3.37,0.03765784,CAD,,,,,,FALSE,Canada,Financial Services,Banks—Diversified,04/10/2022,TTM,9.2166,30397021828,1.563231,9.274127,3.248322,8.903553,,,,3.78,,,,,,,,,,,,,,,0,0
IT0000062072,1,2,13.88,13.835,13.795,13.99,13.88,13.835,13.795,13.99,1.53,0.1102,18/10/2022 01:00,0.9,1.065468,8.17353,700024,700024,3643424,4606329,4606329,13.895,13.905,0,0,22419027968,13.675,21.55,0.2791144,14.8003,16.867426,1.07,0.07708934,EUR,,,,,,FALSE,Italy,Financial Services,Insurance—Diversified,01/10/2022,TTM,7.4184,22103331046,1.158577,8.247059,0.29233,7.017677,30396331046,,0.395987,5.82,1.3014,,,,,,,,,,,,,,0,0
PHY0927M1046,1,4,0.111,0.111,0.111,0.111,0.111,0.111,0.111,0.111,,,,,,,890000,890000,0,0,0,,,,,,0.01,0.527,,0.09,0.09161482,,,USD,,,,,,FALSE,,,,,,,,,,,0.17619048,,,,,,,,,,,,,,,,,,,0,0
TRANUGYO91Q9,1,4,4.85,4.86,4.85,4.88,4.85,4.86,4.85,4.88,,,20/05/2009 01:00,0,1.773606,9.365385,5030971,5030971,13081679,8611254,8611254,4.86,4.87,0,0,1490590080,4.31,16.17,1.4600068,4.9554,5.2137,0,0,TRY,,,,,,FALSE,Turkey,Real Estate,REIT—Diversified,07/10/2022,TTM,,1493708582,2.507191,9.417476,1.501128,,2102366959,5.594684,2.059232,,,,,,,,,,,,,,,,0,0
JP3667600005,1,2,1861,1837,1812,1854,1861,1837,1812,1854,29,0.0156,30/03/2023 01:00,0.1178,1.095093,14.363123,2079600,2079600,1817945,1720290,1720290,1828,1830,0,0,4.62E+11,939,2088,1.0513608,1824.42,1526.99,15,0.008060182,JPY,,,,,,FALSE,Japan,Industrials,Engineering & Construction,06/10/2022,TTM,12.8041,4.70E+11,1.179846,14.598712,1.068294,16.260668,2.02E+11,4.329009,0.460143,1.31,,,,,,,,,,,,,,,0,0
